MT	A	W	t	NH
438	300	40	30	10
438	300	40	30	10
391	300	40	30	10
390	300	40	30	10
344	300	40	30	10
297	300	40	30	10
297	300	40	30	10
281	300	40	30	10
422	300	40	30	10
422	300	40	30	10
